ResolvedPersonID,n_cases,dominant_mo_phrase,mo_consistency,n_districts_with_dominant_mo
34917,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
34919,1,The accused gained entry through a rear window left unlatched.,1.0,1
34920,1,The accused gained entry through a rear window left unlatched.,1.0,1
34921,1,The accused gained entry through a rear window left unlatched.,1.0,1
34922,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
34923,1,The accused waylaid the victim along a known secluded route.,1.0,1
34925,1,The accused targeted unattended shops during the late-night hours.,1.0,1
34926,1,The accused targeted unattended shops during the late-night hours.,1.0,1
34927,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
34931,1,The accused targeted unattended shops during the late-night hours.,1.0,1
34934,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
34937,1,The accused operated using a fraudulent online payment link.,1.0,1
34939,1,The accused targeted unattended shops during the late-night hours.,1.0,1
34940,1,The accused was found in possession of the contraband during a routine check.,1.0,1
34941,1,The accused used a spoofed phone number to contact the victim.,1.0,1
34942,2,The accused used a duplicate key/lock-picking method to gain entry.,0.5,1
34943,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
34945,1,The accused acted as part of an organized group during the incident.,1.0,1
34947,7,The accused lured the victim on the pretext of a job offer.,0.286,1
34948,1,The accused approached the victim through a fake social media profile.,1.0,1
34949,2,The accused targeted unattended shops during the late-night hours.,1.0,2
34950,1,The accused targeted unattended shops during the late-night hours.,1.0,1
34951,1,The accused waylaid the victim along a known secluded route.,1.0,1
34952,1,The accused approached the victim through a fake social media profile.,1.0,1
34954,1,The accused approached the victim through a fake social media profile.,1.0,1
34955,1,The accused acted as part of an organized group during the incident.,1.0,1
34956,2,The accused approached the victim through a fake social media profile.,0.5,1
34957,1,The accused approached the victim through a fake social media profile.,1.0,1
34958,1,The accused approached the victim through a fake social media profile.,1.0,1
34959,1,The accused approached the victim through a fake social media profile.,1.0,1
34960,1,The accused approached the victim through a fake social media profile.,1.0,1
34962,1,The accused lured the victim on the pretext of a job offer.,1.0,1
34963,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
34965,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
34966,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
34967,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
34968,1,The accused approached the victim through a fake social media profile.,1.0,1
34969,1,The accused approached the victim through a fake social media profile.,1.0,1
34972,1,The accused approached the victim through a fake social media profile.,1.0,1
34973,1,The accused approached the victim through a fake social media profile.,1.0,1
34974,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
34975,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
34977,1,The accused targeted unattended shops during the late-night hours.,1.0,1
34978,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
34983,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
34987,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
34988,1,The accused was a person known to the victim's family.,1.0,1
34989,3,The accused was a person known to the victim's family.,0.667,1
34990,1,The accused targeted unattended shops during the late-night hours.,1.0,1
34991,4,The accused used a duplicate key/lock-picking method to gain entry.,0.5,2
34993,2,The accused wore a helmet throughout to avoid CCTV identification.,0.5,1
34994,37,The accused operated using a fraudulent online payment link.,0.243,4
34995,1,The accused targeted unattended shops during the late-night hours.,1.0,1
34996,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35000,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35003,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35005,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35007,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35009,2,"The accused worked in a group of two, one keeping watch while the other broke in.",0.5,1
35010,2,"The accused worked in a group of two, one keeping watch while the other broke in.",0.5,1
35011,1,The accused was a person known to the victim's family.,1.0,1
35013,6,The accused used a duplicate key/lock-picking method to gain entry.,0.333,2
35015,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35016,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35017,1,The accused operated using a fraudulent online payment link.,1.0,1
35020,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35021,1,The accused acted as part of an organized group during the incident.,1.0,1
35023,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35026,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35029,1,The accused approached the victim through a fake social media profile.,1.0,1
35032,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35033,1,The accused gained entry through a rear window left unlatched.,1.0,1
35034,1,The accused gained entry through a rear window left unlatched.,1.0,1
35035,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35038,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35039,1,The accused lured the victim on the pretext of a job offer.,1.0,1
35040,10,The accused lured the victim on the pretext of a job offer.,0.3,2
35043,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35045,13,The accused targeted unattended shops during the late-night hours.,0.308,1
35046,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35048,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35049,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35055,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35057,6,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,3
35059,1,The accused gained entry through a rear window left unlatched.,1.0,1
35060,1,The accused gained entry through a rear window left unlatched.,1.0,1
35061,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35062,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35063,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35066,2,The accused gained entry through a rear window left unlatched.,0.5,1
35068,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35077,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35078,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35082,1,The accused was a person known to the victim's family.,1.0,1
35083,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35084,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35085,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35087,2,The accused used a duplicate key/lock-picking method to gain entry.,0.5,1
35088,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35089,1,The accused was a person known to the victim's family.,1.0,1
35092,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35093,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35095,1,The accused gained entry through a rear window left unlatched.,1.0,1
35096,2,The accused approached the victim through a fake social media profile.,0.5,1
35098,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35099,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35100,1,The accused gained entry through a rear window left unlatched.,1.0,1
35102,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35104,1,The accused gained entry through a rear window left unlatched.,1.0,1
35108,1,The accused operated using a fraudulent online payment link.,1.0,1
35109,1,The accused operated using a fraudulent online payment link.,1.0,1
35110,1,The accused operated using a fraudulent online payment link.,1.0,1
35113,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35114,4,The accused gained entry through a rear window left unlatched.,0.25,1
35115,4,The accused targeted unattended shops during the late-night hours.,0.5,2
35119,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35120,3,The accused targeted unattended shops during the late-night hours.,0.333,1
35121,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35122,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35123,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35124,2,The accused approached the victim through a fake social media profile.,0.5,1
35126,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35128,1,The accused was a person known to the victim's family.,1.0,1
35131,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35134,1,The accused approached the victim through a fake social media profile.,1.0,1
35136,1,The accused operated using a fraudulent online payment link.,1.0,1
35137,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35139,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35141,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35144,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35148,1,The accused waylaid the victim along a known secluded route.,1.0,1
35150,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35151,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35154,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35155,2,The accused waylaid the victim along a known secluded route.,0.5,1
35158,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35162,1,The accused gained entry through a rear window left unlatched.,1.0,1
35163,2,The accused wore a helmet throughout to avoid CCTV identification.,0.5,1
35164,3,The accused wore a helmet throughout to avoid CCTV identification.,0.667,2
35169,1,The accused gained entry through a rear window left unlatched.,1.0,1
35171,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35172,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35173,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35175,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35178,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35179,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35180,3,The accused lured the victim on the pretext of a job offer.,0.333,1
35181,1,The accused was a person known to the victim's family.,1.0,1
35182,4,"The accused worked in a group of two, one keeping watch while the other broke in.",0.5,2
35184,1,The accused was a person known to the victim's family.,1.0,1
35185,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35186,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
35189,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35191,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35198,2,The accused gained entry through a rear window left unlatched.,0.5,1
35199,1,The accused gained entry through a rear window left unlatched.,1.0,1
35200,2,The accused gained entry through a rear window left unlatched.,0.5,1
35201,1,The accused gained entry through a rear window left unlatched.,1.0,1
35202,1,The accused acted as part of an organized group during the incident.,1.0,1
35206,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
35207,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35208,1,The accused gained entry through a rear window left unlatched.,1.0,1
35209,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35212,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35214,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35217,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35219,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35220,1,The accused was a person known to the victim's family.,1.0,1
35225,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35227,1,The accused lured the victim on the pretext of a job offer.,1.0,1
35229,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35233,1,The accused gained entry through a rear window left unlatched.,1.0,1
35234,1,The accused gained entry through a rear window left unlatched.,1.0,1
35235,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35236,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35237,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35238,2,The accused targeted unattended shops during the late-night hours.,0.5,1
35240,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35243,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35244,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35246,1,The accused approached the victim through a fake social media profile.,1.0,1
35251,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35253,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35258,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35261,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35264,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35266,1,The accused gained entry through a rear window left unlatched.,1.0,1
35267,1,The accused gained entry through a rear window left unlatched.,1.0,1
35268,1,The accused gained entry through a rear window left unlatched.,1.0,1
35270,2,The accused wore a helmet throughout to avoid CCTV identification.,0.5,1
35271,1,The accused waylaid the victim along a known secluded route.,1.0,1
35272,1,The accused lured the victim on the pretext of a job offer.,1.0,1
35273,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35275,1,The accused gained entry through a rear window left unlatched.,1.0,1
35277,1,The accused approached the victim through a fake social media profile.,1.0,1
35278,1,The accused approached the victim through a fake social media profile.,1.0,1
35280,1,The accused approached the victim through a fake social media profile.,1.0,1
35281,1,The accused was a person known to the victim's family.,1.0,1
35282,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35284,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35286,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35287,2,The accused waylaid the victim along a known secluded route.,0.5,1
35288,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35289,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35291,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35292,1,The accused approached the victim through a fake social media profile.,1.0,1
35294,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35297,2,The accused waylaid the victim along a known secluded route.,0.5,1
35298,2,The accused waylaid the victim along a known secluded route.,0.5,1
35299,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35301,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35303,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35308,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35310,12,The accused targeted unattended shops during the late-night hours.,0.333,3
35312,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35313,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35314,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35316,2,The accused used a spoofed phone number to contact the victim.,1.0,1
35317,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35319,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35320,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35321,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35322,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35325,1,The accused waylaid the victim along a known secluded route.,1.0,1
35326,2,The accused approached the victim through a fake social media profile.,0.5,1
35328,1,The accused approached the victim through a fake social media profile.,1.0,1
35331,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35332,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35337,1,The accused gained entry through a rear window left unlatched.,1.0,1
35338,1,The accused gained entry through a rear window left unlatched.,1.0,1
35340,1,The accused acted as part of an organized group during the incident.,1.0,1
35342,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35343,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35344,2,The accused operated in daylight hours near crowded public spaces.,0.5,1
35345,2,The accused operated in daylight hours near crowded public spaces.,0.5,1
35347,2,The accused lured the victim on the pretext of a job offer.,0.5,1
35348,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35356,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35359,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35360,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35361,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35362,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35365,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35366,2,The accused was found in possession of the contraband during a routine check.,0.5,1
35368,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35369,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35370,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35371,1,The accused lured the victim on the pretext of a job offer.,1.0,1
35373,2,The accused used a duplicate key/lock-picking method to gain entry.,0.5,1
35374,52,"The accused worked in a group of two, one keeping watch while the other broke in.",0.212,8
35375,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35377,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35383,1,The accused gained entry through a rear window left unlatched.,1.0,1
35384,1,The accused gained entry through a rear window left unlatched.,1.0,1
35386,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35387,1,The accused approached the victim through a fake social media profile.,1.0,1
35388,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35390,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35391,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35392,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35394,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35397,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35399,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35405,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35406,2,The accused used a duplicate key/lock-picking method to gain entry.,1.0,2
35408,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
35409,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35410,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35412,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
35413,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35414,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35416,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35417,1,The accused gained entry through a rear window left unlatched.,1.0,1
35420,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35421,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35422,1,The accused operated using a fraudulent online payment link.,1.0,1
35423,3,The accused was a person known to the victim's family.,0.333,1
35424,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35428,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35430,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35432,1,The accused gained entry through a rear window left unlatched.,1.0,1
35435,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35436,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35437,7,The accused used a spoofed phone number to contact the victim.,0.429,3
35439,1,The accused gained entry through a rear window left unlatched.,1.0,1
35441,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35443,2,The accused targeted unattended shops during the late-night hours.,0.5,1
35444,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35446,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35451,3,The accused was found in possession of the contraband during a routine check.,0.333,1
35452,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35460,8,The accused used a two-wheeler to approach and flee the scene rapidly.,0.25,2
35464,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35466,21,"The accused worked in a group of two, one keeping watch while the other broke in.",0.286,4
35467,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35468,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35469,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35470,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35472,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35476,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
35478,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35480,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35481,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35483,2,The accused operated using a fraudulent online payment link.,0.5,1
35484,1,The accused acted as part of an organized group during the incident.,1.0,1
35486,1,The accused was a person known to the victim's family.,1.0,1
35488,1,The accused gained entry through a rear window left unlatched.,1.0,1
35494,5,The accused used a duplicate key/lock-picking method to gain entry.,0.6,3
35496,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35497,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35498,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35499,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35502,6,The accused used a spoofed phone number to contact the victim.,0.333,2
35503,1,The accused lured the victim on the pretext of a job offer.,1.0,1
35505,1,The accused operated using a fraudulent online payment link.,1.0,1
35506,1,The accused lured the victim on the pretext of a job offer.,1.0,1
35507,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35508,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35510,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35511,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35512,1,The accused gained entry through a rear window left unlatched.,1.0,1
35514,1,The accused gained entry through a rear window left unlatched.,1.0,1
35515,2,The accused gained entry through a rear window left unlatched.,0.5,1
35518,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35523,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35525,1,The accused gained entry through a rear window left unlatched.,1.0,1
35526,1,The accused gained entry through a rear window left unlatched.,1.0,1
35527,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35529,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35530,2,The accused was found in possession of the contraband during a routine check.,0.5,1
35531,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35532,1,The accused was found in possession of the contraband during a routine check.,1.0,1
35536,1,The accused approached the victim through a fake social media profile.,1.0,1
35538,2,The accused targeted unattended shops during the late-night hours.,0.5,1
35539,5,The accused used a two-wheeler to approach and flee the scene rapidly.,0.4,2
35542,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
35545,1,The accused gained entry through a rear window left unlatched.,1.0,1
35547,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35551,1,The accused gained entry through a rear window left unlatched.,1.0,1
35552,1,The accused gained entry through a rear window left unlatched.,1.0,1
35555,1,The accused gained entry through a rear window left unlatched.,1.0,1
35556,1,The accused gained entry through a rear window left unlatched.,1.0,1
35561,2,The accused was known to the victim through a prior personal dispute.,0.5,1
35562,2,The accused gained entry through a rear window left unlatched.,0.5,1
35563,1,The accused gained entry through a rear window left unlatched.,1.0,1
35564,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35571,1,The accused approached the victim through a fake social media profile.,1.0,1
35572,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
35574,3,The accused gained entry through a rear window left unlatched.,0.333,1
35575,1,The accused operated using a fraudulent online payment link.,1.0,1
35578,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35580,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35582,1,The accused approached the victim through a fake social media profile.,1.0,1
35584,1,The accused approached the victim through a fake social media profile.,1.0,1
35585,1,The accused approached the victim through a fake social media profile.,1.0,1
35586,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35587,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35591,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35594,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35595,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35596,2,The accused used a spoofed phone number to contact the victim.,0.5,1
35599,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
35600,1,The accused gained entry through a rear window left unlatched.,1.0,1
35601,1,The accused gained entry through a rear window left unlatched.,1.0,1
35605,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35606,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35608,3,The accused used a duplicate key/lock-picking method to gain entry.,0.333,1
35611,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35613,1,The accused approached the victim through a fake social media profile.,1.0,1
35614,3,The accused approached the victim through a fake social media profile.,0.333,1
35615,1,The accused approached the victim through a fake social media profile.,1.0,1
35616,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35617,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35618,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35619,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35621,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35625,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35626,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35627,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35628,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35629,3,The accused wore a helmet throughout to avoid CCTV identification.,0.333,1
35631,1,The accused was a person known to the victim's family.,1.0,1
35632,1,The accused lured the victim on the pretext of a job offer.,1.0,1
35633,1,The accused gained entry through a rear window left unlatched.,1.0,1
35634,1,The accused gained entry through a rear window left unlatched.,1.0,1
35635,1,The accused gained entry through a rear window left unlatched.,1.0,1
35636,1,The accused gained entry through a rear window left unlatched.,1.0,1
35638,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35640,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35641,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35642,1,The accused gained entry through a rear window left unlatched.,1.0,1
35643,1,The accused gained entry through a rear window left unlatched.,1.0,1
35644,1,The accused gained entry through a rear window left unlatched.,1.0,1
35645,1,The accused gained entry through a rear window left unlatched.,1.0,1
35649,1,The accused used a spoofed phone number to contact the victim.,1.0,1
35651,1,The accused gained entry through a rear window left unlatched.,1.0,1
35652,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
35653,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35654,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35655,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35658,44,The accused targeted unattended shops during the late-night hours.,0.273,6
35659,1,The accused gained entry through a rear window left unlatched.,1.0,1
35661,1,The accused was known to the victim through a prior personal dispute.,1.0,1
35662,1,The accused operated using a fraudulent online payment link.,1.0,1
35664,1,The accused operated using a fraudulent online payment link.,1.0,1
35665,1,The accused gained entry through a rear window left unlatched.,1.0,1
35667,1,The accused approached the victim through a fake social media profile.,1.0,1
35668,2,The accused approached the victim through a fake social media profile.,0.5,1
35672,2,"The accused worked in a group of two, one keeping watch while the other broke in.",0.5,1
35673,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35674,1,The accused gained entry through a rear window left unlatched.,1.0,1
35676,2,The accused used a duplicate key/lock-picking method to gain entry.,1.0,2
35678,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
35679,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
35680,1,The accused gained entry through a rear window left unlatched.,1.0,1
35683,1,The accused gained entry through a rear window left unlatched.,1.0,1
35686,1,The accused gained entry through a rear window left unlatched.,1.0,1
35690,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35691,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
35692,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
35693,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
35705,1,The accused gained entry through a rear window left unlatched.,1.0,1
35706,1,The accused gained entry through a rear window left unlatched.,1.0,1
35709,1,The accused gained entry through a rear window left unlatched.,1.0,1
35710,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35712,1,The accused targeted unattended shops during the late-night hours.,1.0,1
35713,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
35714,1,The accused approached the victim through a fake social media profile.,1.0,1
35716,1,The accused approached the victim through a fake social media profile.,1.0,1
35718,4,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.5,2
35723,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
